"podcast";"number";"date";"year";"month";"weekday";"duration";"title";"host";"guest";"category";"topic";"summary"
"Random Trek";"11";2014-08-07;"2014";"August";"Thursday";45.5;"“Conspiracy” (TNG) with Michael T. Rose";"Scott McNulty";"Michael T. Rose";"Not provided";"“Conspiracy”";"Michael T. Rose, of TUAW, joins Scott to discuss the first season The Next Generation episode Conspiracy.

Put on your tin foil hat and watch out for Trapper Keepers. Aliens have infiltrated the highest ranks of Starfleet Command and Riker is pretty ok with it.

Will Picard join the clean plate club? Can Starfleet survive is Data is the last man standing? Why are all the elderly Admirals wearing the pajamas? All these questions, and more, are discussed in this episode"
"Bonus Track";"rt11";2014-08-07;"2014";"August";"Thursday";15.05;"Bonus Trek: Trek Bookin’";"Scott McNulty";"Michael T. Rose";"Not provided";"Random Trek #11";"Michael T. Rose got into Star Trek the classy way: through reading. Also, Geordi doesn’t die but he is still blind"
"Defocused";"8";2014-08-06;"2014";"August";"Wednesday";110.133333333333;"A Turducken of Dead Media";"Joe Rosensteel, Dan Sturm";NA;"Movies";"Guardians of the Galaxy";"In a decidedly VFX heavy episode, we catch up on some industry news before spending almost as long talking about Guardians of the Galaxy as we did watching it in the theater. The Spoiler Horn sounds at 26:45"
"The Incomparable";"205";2014-08-02;"2014";"August";"Saturday";78.1166666666667;"Love Machine";"Jason Snell";"John Siracusa, Merlin Mann, Steve Lutz, David J. Loehr, Tony Sindelar";"Movies";"“The Iron Giant.”";"In the long tradition of big, giant robots came 1999’s “The Iron Giant,” the film Brad Bird made before he made “The Incredibles.” It was kind of a flop in its initial release, but this animated feature has become rightfully recognized as a classic. We debate the Giant’s original purpose, break down a surprisingly large succession of poop jokes, and ponder the Giant’s ultimate destiny to be the benevolent robot-king of Iceland"
"Bonus Track";"205b";2014-08-02;"2014";"August";"Saturday";30.4333333333333;"The Cat Has Been Dead for Months";"Jason Snell";"John Siracusa, Steve Lutz";"Not provided";"The Incomparable #205";"Sprinklers, more “Iron Giant” talk, the live-action “Kiki’s Delivery Service,” and a Morrissey song about the dolls in a doll house in a doll museum"
"Total Party Kill";"28";2014-07-31;"2014";"July";"Thursday";52.95;"2 Legit 2 Hit";"Dan Moren, Tony Sindelar";"Monty Ashley, Erika Ensign, Serenity Caldwell, Jason Snell, Sarah Barbour, Steve Lutz";"Not provided";"Dragonforge and Associates, part 5";"Dragonforge and Associates continues its clean-up of the Goblin and Kobold infested room. Flessa gets out her hammer, which leads to a series of jokes you might expect. A prisoner is rescued, and a door is opened. Melech is good at orbs, everyone does the Funky Diagonal, and a Kobold Worm Priest has a really confusing day"
"Random Trek";"10";2014-07-31;"2014";"July";"Thursday";45.9333333333333;"“11:59” (VOY) with Ged Maheux";"Scott McNulty";"Gedeon Maheux";"Not provided";"“11:59”";"Ged Maheux, of the Icon Factory and Gedblog, joins Scott to discuss Voyager’s “11:59”. Why does everyone in the Year 2000 drive cars from the 1970’s? Will they or won’t they? Do we care?

Email everyone in a 100 mile radius because this episode of Voyager is perplexing"
"Defocused";"7";2014-07-30;"2014";"July";"Wednesday";86.5166666666667;"A Constant Sense of Achievement";"Joe Rosensteel, Dan Sturm";"Myke Hurley";"Movies";"Scott Pilgrim vs. The World";"This week, we’re joined by special guest Myke Hurley to discuss Dan’s “desert accent”, Myke’s concern about Joe’s sleep, and why we all love Scott Pilgrim vs. The World"
"Bonus Track";"204b";2014-07-28;"2014";"July";"Monday";58.9;"The Second Comic-Con Episode";"Jason Snell";"Greg Knauss, Steve Lutz, David Sparks";"Not provided";"Beer and Greg’s mid-life crisis.";"Jason, Steve, and Greg are back. Last year they made a podcast outside while drinking beer in San Diego County right after San Diego Comic-Con, and they did it again this past weekend. They’re joined by past Incomparable panelist David Sparks, Incomparable listener Andrew Laurence, and Incomparable non-listener Marshall Clow.

Topics include what happens when the Internet reveals that you are not a unique snowflake but instead there’s always someone cooler (or geekier) than you. Your uniqueness is not web scalable! Turns Out.



This was recorded live, outside, at Plan 9 Alehouse in Escondido, California. It sounds like it does because it was noisy and we only had three microphones. We sound like we do because we were drinking beer and eating dinner. At one point Jason becomes a DJ while Elton John plays in the background. We recommend you drink something while listening to this episode, alcoholic or not. Cheers"
"The Incomparable";"204";2014-07-27;"2014";"July";"Sunday";76.1833333333333;"Where Cynicism Meets Optimism";"Jason Snell";"Brianna Wu, Andy Ihnatko, David J. Loehr, Monty Ashley";"Comics";"Re-casting classic comics characters.";"On Comic-Con weekend, we convene to discuss the latest rash of re-casting comic book heroes. Thor is now a woman! Captain America is black! We’re all for increasing diversity in a medium whose classic characters are dominated by white men, but what are the right ways to do it? And are there wrong ways, or does every little bit help"
"Random Trek";"9";2014-07-24;"2014";"July";"Thursday";47.6333333333333;"“Errand of Mercy” (TOS) with Erika Ensign";"Scott McNulty";"Erika Ensign";"Not provided";"“Errand of Mercy”";"Erika Ensign, frequent Incomparable panelist and Hugo nominated (!) Verity Podcast member, classes up the joint with Scott to discuss the TOS episode Errand of Mercy).

What’s the deal with the blue jumpsuited man Scott is obsessed with? How come every Klingon doesn’t get a sash? And is Captain Kirk a warrior, explorer, lover or all of the above"
"Defocused";"6";2014-07-23;"2014";"July";"Wednesday";74.2333333333333;"Pivot!";"Joe Rosensteel, Dan Sturm";NA;"Movies";"Silicon Valley";"The Episode 6 platform is built on social media, pivots to Mike Judge’s Silicon Valley, then pivots to coffee, before sunsetting with gym burritos"
"Not Playing";"2.10";2014-07-21;"2014";"July";"Monday";23.65;"Glengarry Glen Ross Glenn Fleishman";"Lex Friedman, Dan Moren";NA;"Not provided";"“Glengarry Glen Ross”";"ABC: Always Be ‘Casting.

Lex didn’t know how big a David Mamet fan Dan was; he just knew that Dan hadn’t seen Glengarry Glen Ross, and that was an oversight only Not Playing could fix.

So put that coffee down and listen in as Dan experiences the Jack Lemmon / Al Pacino / Kevin Spacey / Ed Harris / Alec Baldwin / Alan Arkin film for the first time. 

Hot topics include whether all sales people are really like this, similarities between Mamet and Aaron Sorkin, and enjoying a movie where there’s no one in particular to root for.

We suggest that after you watch (and listen), you follow it up with a viewing of Alec Baldwin delivering his famous Glengarry speech on Saturday Night Live—while motivating Santa’s elves. 

It’s true; Glengarry Glen Ross is streaming on Netflix. But if you aren’t a Netflix member, and/or you want to help support the podcast, feel free to stream it from Amazon or iTunes instead"
"Total Party Kill";"27";2014-07-20;"2014";"July";"Sunday";54.2166666666667;"Rat Burrito";"Dan Moren, Tony Sindelar";"Erika Ensign, Jason Snell, Monty Ashley, Steve Lutz, Serenity Caldwell, Sarah Barbour";"Not provided";"Dragonforge and Associates, part 4";"At last, our party meets up with actual, moving foes! Attempts at diplomacy ensue. Pillars are used as convenient forms of cover. And there’s a tiny personal tragedy involving a model train"
"The Incomparable";"203";2014-07-19;"2014";"July";"Saturday";116.333333333333;"Get to the Farting Aliens";"Jason Snell";"Erika Ensign, Chip Sudderth, Glenn Fleishman";"Shows";"Getting started with “Doctor Who,” and the show’s Eccleston/Tennant era.";"Doctor Who” will be returning shortly, with Peter Capaldi stepping into the role. So what if you’re “Doctor Who”-curious, but intimidated about where to jump in? Our panel of extraordinary “Doctor Who” fans has lots of recommendations for you. Then we survey the highs and lows of the show’s revival era, which featured Christopher Eccleston and David Tennant in the role of The Doctor"
"Ruin the Movies";"1";2014-07-18;"2014";"July";"Friday";20.65;"Purge Insurance";"Lisa Schmeiser, Philip Michaels";NA;"Not provided";"Phil and Lisa ruin “The Purge”";"Philip Michaels and Lisa Schmeiser have spent hours speculating on the details of the movie “The Purge.” On the special occasion of the release of the sequel film, “The Purge: Anarchy,” we bring you a discussion about the logic of “The Purge” from two people who have not seen it, but will not let that stop them from ruining it for everyone else"
"Random Trek";"8";2014-07-17;"2014";"July";"Thursday";44.7;"“Looking for par’Mach in All the Wrong Places” (DS9) with Moisés Chiullan";"Scott McNulty";"Moisés Chiullan";"Not provided";"“Looking for par’Mach in All the Wrong Places”";"Moisés Chiullan, Founder/Host of ESN.fm, joins Scott to talk about the very first Deep Space Nine episode on Random Trek: Looking for par’Mach in All the Wrong Places.

Quark loves a Klingon. Worf loves the same Klingon. Oh, and Kira is carrying Miles O’Brien’s baby. Add a few massages and inappropriate remarks from Dr. Bashir and you’ve got yourself an episode of Deep Space Nine"
"Defocused";"5";2014-07-16;"2014";"July";"Wednesday";60.9833333333333;"Shame Burrito";"Joe Rosensteel, Dan Sturm";NA;"Movies";"Super Troopers";"Dan buys a burrito and feels guilty about it. Joe drinks dirt juice. It doesn’t matter if your TV is 4K because the movie probably isn’t. We don’t know what to make of Pixar’s involvement in the “no raid” scandal, but we’re really glad Super Troopers exists. And, it’s a good thing you didn’t order hashbrowns. I mean, if they had been chugging the catsup"
"The Incomparable";"202";2014-07-12;"2014";"July";"Saturday";109.616666666667;"The Partial Monty";"Jason Snell";"Erika Ensign, Scott McNulty, Monty Ashley, David J. Loehr";"Books";"The 2014 Hugo Award nominees.";"Bury your dead in a Zeppelin and call your interplanetary accountant—it’s time for our annual read of the Hugo Award nominees. We cover this year’s award nominees, plus the “retro Hugos” from 1939, both of which will be awarded in August in London. Also, someone defends Mira Grant"
"Bonus Track";"202b";2014-07-12;"2014";"July";"Saturday";12.5833333333333;"Podcast Retro Hugos";"Jason Snell";"Erika Ensign, David J. Loehr";"Not provided";"The Incomparable 202";"Random talk about Star Trek, with nobody there to defend Star Wars. Plus speculation about Orson Welle’s dominance of podcasting"
"Total Party Kill";"26";2014-07-11;"2014";"July";"Friday";54.4;"Wiggle the Something-or-Others";"Dan Moren, Tony Sindelar";"Monty Ashley, Erika Ensign, Steve Lutz, Serenity Caldwell, Jason Snell, Sarah Barbour";"Not provided";"Dragonforge and Associates, part 3";"Dragonforge and Associates continue their exploration of the eastern half of a corridor lined with statues. Pieter stands up. Flessa does some acrobatic moves. Riswynn professes her love of books. Melech lights up a statue. But will they finally reach the end of the hallway"
"Not Playing";"2.9";2014-07-11;"2014";"July";"Friday";24.8333333333333;"The Hunt for Red Octoberfest";"Lex Friedman, Dan Moren";NA;"Not provided";"“The Hunt for Red October”";"When you need someone to perfectly embody a Russian military officer, there’s only one man to think of. And that man, of course, is Connery. Sean Connery.

This week, Dan invites Lex to see a movie for the first time—a movie where Connery gets precisely such a role: 1990’s The Hunt for Red October. Lex had been in the theater for this film once, years ago, but he fell asleep after just a few minutes.

That doesn’t happen this time. Or does it?!

Hot topics include unsubtle language transitions, submarine lingo, and whatever the word is for that narrative device where you know more, and also less, than the other characters do. (It’s probably German.)

Support Not Playing by streaming The Hunt For Red October from Amazon or iTunes. And while you’re there, go ahead and leave us a review, won’t you, tovarisch"
